store_number,store_type,address,city,state,zip_code,phone_number,store_hours,pharmacy_phone_number,pharmacy_hours,has_photo_center,has_vision_center,has_tire__lube,has_gas_station,has_cell_phones,services,latitude,longitude,accuracy
2567,,4542 Kenowa Ave Sw,Grandville,MI,49418, (616) 667-9724,Open 24 Hours, (616) 667-9713,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",42.8814976,-85.780299,STREET_ADDRESS: ROOFTOP
2568,,8333 Van Nuys Blvd,Panorama City,CA,91402, (818) 830-0350,Monday - Friday : 7: 00 am - 11: 00 pm Saturday: 7: 00 am - 11: 00 pm Sunday: 7: 00 am - 11: 00 pm, (818) 830-9846,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",34.2226091,-118.4495781,STREET_ADDRESS: ROOFTOP
2569,,2569 To 461 Rt 10 Suite 29,Ledgewood,NJ,07852, (973) 252-7666,Monday - Friday : 7: 00 am - 10: 00 pm Saturday: 7: 00 am - 10: 00 pm Sunday: 7: 00 am - 10: 00 pm, (973) 252-3663,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Subway Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",40.8833526,-74.6576091,POSTAL_CODE: APPROXIMATE
2571,,1900 S 314Th St,Federal Way,WA,98003, (253) 941-9974,Monday - Friday : 7: 00 am - 11: 00 pm Saturday: 7: 00 am - 11: 00 pm Sunday: 7: 00 am - 11: 00 pm, (253) 941-3555,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",47.321337,-122.3095768,STREET_ADDRESS: ROOFTOP
2572,Walmart Supercenter,990 W Emmitt Ave,Waverly,OH,45690, (740) 947-1700,Open 24 Hours, (740) 947-0300,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,"Cell Phones, Plans & More","Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",39.123094,-82.9912364,STREET_ADDRESS: RANGE_INTERPOLATED
2573,Walmart Express,303 S. Goldsboro St,Pikeville,NC,27863, (919) 242-8710,Monday - Friday : 4: 00 am - 12: 00 am Saturday: 4: 00 am - 12: 00 am Sunday: 4: 00 am - 11: 00 pm, (919) 242-8718,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 6: 00 pm Sunday: 11: 00 am - 5: 00 pm,,,,,,Pharmacy Grocery Garden Center Site to StoreSM  Pay In Person,35.4997195,-77.9816491,STREET_ADDRESS: RANGE_INTERPOLATED
2574,Walmart Supercenter,60 Noble Blvd,Carlisle,PA,17013, (717) 258-1250,Open 24 Hours, (717) 258-4252,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",40.1894574,-77.1950119,STREET_ADDRESS: ROOFTOP
2575,Walmart Supercenter,3900 Dave Ward Dr,Conway,AR,72034, (501) 328-9570,Open 24 Hours, (501) 328-5000,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",35.073016,-92.495313,STREET_ADDRESS: ROOFTOP
2576,Walmart Supercenter,100 Nitro Market Pl,Cross Lanes,WV,25313, (304) 769-0100,Open 24 Hours, (304) 769-0140,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",38.4111958,-81.8109354,ROUTE: GEOMETRIC_CENTER
2577,Walmart Supercenter,1 Frankel Way,Cockeysville,MD,21030, (410) 628-0980,Open 24 Hours, (410) 628-6168,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",39.4706396,-76.6427904,STREET_ADDRESS: ROOFTOP
2579,Walmart Supercenter,510 Linden St,Chadron,NE,69337, (308) 432-6999,Open 24 Hours, (308) 432-6995,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 6: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,"Cell Phones, Plans & More","Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",42.8287561,-103.0231715,STREET_ADDRESS: RANGE_INTERPOLATED
2580,Walmart Supercenter,1415 Sunset Ave,Clinton,NC,28328, (910) 592-1818,Open 24 Hours, (910) 592-1208,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",34.992497,-78.3518409,STREET_ADDRESS: ROOFTOP
2581,Walmart Supercenter,5399 W Genesee St,Camillus,NY,13031, (315) 487-0121,Open 24 Hours, (315) 487-6714,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",43.0410408,-76.274475,STREET_ADDRESS: RANGE_INTERPOLATED
2582,,Route 513 And I-78,Clinton,NJ,08809, (908) 730-8665,Monday - Friday : 6: 00 am - 10: 00 pm Saturday: 6: 00 am - 10: 00 pm Sunday: 6: 00 am - 10: 00 pm, (908) 730-9143,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","McDonald's Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",40.6377224,-74.9107778,STREET_ADDRESS: RANGE_INTERPOLATED
2583,,1123 Jerusalem Ave,Uniondale,NY,11553, (516) 505-1508,Monday - Friday : 7: 00 am - 10: 00 pm Saturday: 7: 00 am - 10: 00 pm Sunday: 7: 00 am - 10: 00 pm, (516) 505-1230,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,"Cell Phones, Plans & More","Pharmacy Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",40.6955769,-73.5784889,STREET_ADDRESS: ROOFTOP
2584,Walmart Supercenter,4375 Lawrenceville Hwy,Tucker,GA,30084, (770) 939-2671,Monday - Friday : 6: 00 am - 12: 00 am Saturday: 6: 00 am - 12: 00 am Sunday: 6: 00 am - 12: 00 am, (770) 939-9278,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",33.856259,-84.205116,STREET_ADDRESS: ROOFTOP
2585,,150 Barnum Avenue Cutoff,Stratford,CT,06614, (203) 502-7631,Monday - Friday : 7: 00 am - 10: 00 pm Saturday: 7: 00 am - 10: 00 pm Sunday: 7: 00 am - 10: 00 pm, (203) 502-7629,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Subway Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",41.2008522,-73.1190065,STREET_ADDRESS: ROOFTOP
2586,,100 Thruway Plaza Dr,Buffalo,NY,14225, (716) 896-3669,Monday - Friday : 7: 00 am - 11: 00 pm Saturday: 7: 00 am - 11: 00 pm Sunday: 7: 00 am - 10: 00 pm, (716) 896-3708,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",42.905268,-78.779113,STREET_ADDRESS: ROOFTOP
2587,Walmart Supercenter,304 S Rockwood Dr,Cabot,AR,72023, (501) 941-5200,Open 24 Hours, (501) 941-5300,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",34.9765299,-92.0406689,STREET_ADDRESS: ROOFTOP
2588,Walmart Supercenter,100 Walmart Dr,North Versailles,PA,15137, (412) 816-0301,Open 24 Hours, (412) 816-0307,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",40.3871818,-79.8240866,STREET_ADDRESS: ROOFTOP
2591,Walmart Supercenter,151 Sw 184Th Ave,Pembroke Pines,FL,33029, (954) 442-5822,Open 24 Hours, (954) 442-1359,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",26.005863,-80.389239,STREET_ADDRESS: ROOFTOP
2592,Walmart Supercenter,1807 W Craig Rd,North Las Vegas,NV,89032, (702) 633-6521,Open 24 Hours, (702) 633-6532,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Medical Clinics Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",36.2370315,-115.1680839,STREET_ADDRESS: ROOFTOP
2593,Walmart Supercenter,2310 E Serene Ave,Las Vegas,NV,89123, (702) 270-7831,Open 24 Hours, (702) 270-7837,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",36.021492,-115.120061,STREET_ADDRESS: ROOFTOP
2594,,1400 164Th St Sw,Lynnwood,WA,98087, (425) 741-9445,Open 24 Hours, (425) 741-3646,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","McDonald's Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",47.8490103,-122.2527762,STREET_ADDRESS: ROOFTOP
2595,Walmart Supercenter,8924 Quilceda Blvd,Marysville,WA,98271, (360) 657-1192,Open 24 Hours, (360) 657-1223,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",48.0791425,-122.1884917,STREET_ADDRESS: ROOFTOP
2596,Walmart Supercenter,2301 Freeway Dr,Mount Vernon,WA,98273, (360) 428-7000,Open 24 Hours, (360) 428-3911,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 6: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",48.4417801,-122.3457333,STREET_ADDRESS: ROOFTOP
2597,Walmart Supercenter,10 Kimberly Ln,Cranberry,PA,16319, (814) 678-0037,Open 24 Hours, (814) 676-1813,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",41.3503291,-79.7176227,ROUTE: GEOMETRIC_CENTER
2598,,3661 Truxel Rd,Sacramento,CA,95834, (916) 928-9668,Monday - Friday : 6: 00 am - 11: 00 pm Saturday: 6: 00 am - 11: 00 pm Sunday: 6: 00 am - 11: 00 pm, (916) 928-9673,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","McDonald's Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",38.636023,-121.505651,STREET_ADDRESS: ROOFTOP
2599,Walmart Supercenter,5555 De Zavala Rd,San Antonio,TX,78249, (210) 558-2007,Open 24 Hours, (210) 558-4330,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",29.563155,-98.595375,STREET_ADDRESS: ROOFTOP
2600,Walmart Supercenter,100 Thf Blvd,Chesterfield,MO,63005, (636) 536-4601,Monday - Wednesday : 7: 00 am - 11: 00 pm Thursday: 7: 00 am - 12: 00 am Friday: 12: 00 am - 11: 00 pm Saturday: 7: 00 am - 11: 00 pm Sunday: 7: 00 am - 11: 00 pm, (636) 536-4604,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",38.666203,-90.591824,STREET_ADDRESS: ROOFTOP
2603,,300 Walmart Dr,Gibsonia,PA,15044, (724) 449-2700,Open 24 Hours, (724) 449-2787,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",40.622843,-79.945825,STREET_ADDRESS: ROOFTOP
2604,,26 Hampton House Rd,Newton,NJ,07860, (973) 300-1859,Monday - Friday : 7: 00 am - 10: 00 pm Saturday: 7: 00 am - 10: 00 pm Sunday: 7: 00 am - 10: 00 pm, (973) 300-4760,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",41.070056,-74.738928,STREET_ADDRESS: ROOFTOP
2605,Walmart Supercenter,2145 Eastern Ave,Gallipolis,OH,45631, (740) 441-0406,Open 24 Hours, (740) 441-0175,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",38.8233406,-82.1728423,STREET_ADDRESS: RANGE_INTERPOLATED
2606,Walmart Supercenter,721 Us Highway 321 Byp S Unit,Winnsboro,SC,29180, (803) 712-9601,Monday - Friday : 7: 00 am - 10: 00 pm Saturday: 7: 00 am - 10: 00 pm Sunday: 7: 00 am - 10: 00 pm, (803) 712-9299,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,,Pharmacy Grocery Garden Center Canopy Home Collection Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel,34.3525996,-81.0919912,STREET_ADDRESS: RANGE_INTERPOLATED
2607,,36318 Memory Lane,Polson,MT,59860, (406) 883-9211,Monday - Friday : 6: 00 am - 12: 00 am Saturday: 6: 00 am - 12: 00 am Sunday: 6: 00 am - 12: 00 am, (406) 883-9221,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,,,"Cell Phones, Plans & More","Pharmacy Vision Center Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",47.6932004,-114.1631275,LOCALITY: APPROXIMATE
2608,Walmart Supercenter,3205 Stower St,Miles City,MT,59301, (406) 232-0022,Open 24 Hours, (406) 232-7320,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",46.4025561,-105.8170125,STREET_ADDRESS: RANGE_INTERPOLATED
